Variable,Original,Translation
caliber_5_jhp,"Incurs 150% of mechanical damage resistance and threshold, but the damage that penetrates the armor is increased by 40% against organic targets.",
caliber_762_w2c,Ignores 30% of target's mechanical damage resistance and 65% of target's mechanical damage threshold.,
caliber_762_jhp,"Incurs 150% of mechanical damage resistance and threshold, but the damage that penetrates the armor is increased by 40% against organic targets.",
caliber_86_w2c,Ignores 35% of target's mechanical damage resistance and 65% of target's mechanical damage threshold.,
caliber_86_jhp,"Incurs 150% of mechanical damage resistance and threshold, but the damage that penetrates the armor is increased by 40% against organic targets.",
caliber_9_w2c,Ignores 35% of target's mechanical damage resistance and 65% of target's mechanical damage threshold.,
caliber_9_jhp,"Incurs 150% of mechanical damage resistance and threshold, but the damage that penetrates the armor is increased by 40% against organic targets.",
caliber_44_w2c,Ignores 40% of target's mechanical damage resistance and 65% of target's mechanical damage threshold.,
caliber_44_jhp,"Incurs 150% of mechanical damage resistance and threshold, but the damage that penetrates the armor is increased by 40% against organic targets.",
caliber_127_w2c,Ignores 45% of target's mechanical damage resistance and 65% of target's mechanical damage threshold.,
caliber_127_jhp,"Incurs 150% of mechanical damage resistance and threshold, but the damage that penetrates the armor is increased by 40% against organic targets.",
caliber_762_ms,The damage that penetrates the armor is increased by 25% against organic targets.,
knife|ammo.k,Incurs 125% of mechanical damage resistance and threshold.,
knife|weapons.k,This {0} knife can be a quick and deadly close quarters weapon against unarmored or unsuspecting targets.,
dagger|ammo.k,"Incurs 125% of mechanical damage resistance and threshold, but damage that penetrates the armor is increased by 25% against organic targets.",
dagger|weapons.k,The long {0} blade of this dagger can pierce deep into target's body and puncture vital organs.,
bolts,Incurs 125% of mechanical damage resistance and threshold.,
unarmed|ammo.k,Incurs 140% of mechanical damage resistance and threshold.,
unarmed|weapons.k,Nothing like beating the life out of them with your bare fists!,
fistweapon,Incurs 140% of mechanical damage resistance and threshold.,
throwingknife,Incurs 130% of mechanical damage resistance and threshold.,
sword,Incurs 125% of mechanical damage resistance and threshold.,
obsidiansword,"Incurs 150% of mechanical damage resistance and threshold, but the mechanical damage that penetrates the armor is increased by 40% against organic targets.",
shotgunshell_6,Each of the 6 pellets does 15% of the nominal shotgun damage. Ignores 70% of target's mechanical damage threshold and 30% of target's mechanical damage resistance.,
shotgunshell_12,Each of the 12 pellets does 9% of the nominal shotgun damage. Ignores 55% of target's mechanical damage threshold.,
shotgunshell_20,Each of the 20 pellets does 6% of the nominal shotgun damage. Ignores 40% of target's mechanical damage threshold.,
shotgunshell_3,"Each of the 3 pellets does 25% of the nominal shotgun damage. Ignores 80% of target's mechanical damage threshold and 50% of target's mechanical damage resistance. It has 50% chance to daze the target, reducing their action points by 15 and movement points by 30 for 1 turn. If the target is already dazed, it is stunned instead.",
vial_acid_rusting,Damage to vehicles and machines increased by 35%.,
grenade_25_frag,"Deals 25% nominal damage as heat damage as well as damage from 3-7 shrapnel, each shrapnel dealing 20% nominal damage as mechanical damage, to all targets in radius of 1.",
grenade_25_he,Deals 50% nominal damage as mechanical damage and 50% nominal damage as heat damage to all targets in radius of 1. Ignores 40% of damage resistance and threshold.,
grenade_25_concussive,Deals 65% nominal damage as mechanical damage to all targets in radius of 1 and dazes them for 1 turn if the damage penetrates the armor. Targets that are already dazed have 35% chance to get stunned as well.,
grenade_25_incendiary,"Deals 40% nominal damage as heat damage to all targets in radius of 2. Anyone that takes this damage has 50% chance to catch fire, suffering additional 150% of the original damage over 3 turns. The fuel from the grenade sets the ground on fire. Creatures standing in the fire suffer heat damage equal to 6%-15% of their maximal health (up to maximum of 16-40), plus additional 7-29, depending on the intensity of fire at that spot, while creatures moving through the fire suffer one third of that damage per tile.",
grenade_40_frag,"Everyone caught in the blast suffers 25% nominal damage as heat damage as well as damage from 3-7 shrapnel, each shrapnel dealing 20% nominal damage as mechanical damage. Targets closer to detonation have greater chance of receiving shrapnel.",
grenade_40_he,Deals 50% nominal damage as mechanical damage and 50% nominal damage as heat damage to all targets in radius of 2. Ignores 40% of damage resistance and threshold.,
grenade_40_thermobaric,Deals 50% nominal damage as mechanical damage and 75% nominal damage as heat damage to all targets in radius of 3. Ignores 30% of damage resistance and threshold.,
grenade_40_cluster,"Deals 15% nominal damage as mechanical damage and 15% nominal damage as heat damage in a small radius where it lands, and then launches 8 smaller bombs in radius of 4, each dealing the same damage in the same small radius.",
meleeresistancebonus,Mechanical damage resistance and threshold increased by {0}% against melee attacks.,
thresholdbonusvsbulletsbonus,Mechanical damage threshold increased by {0}% against bullets.,
thresholdbonusvsbulletsandshellsbonus,Mechanical damage threshold increased by {0}% against bullets and shotgun shells.,
extrameleedamage,Your successful melee attacks inflict extra {0} damage.,
extraunarmeddamage-old,Your successful unarmed attacks inflict extra {0} damage.,
extraunarmedandfistweapondamage,Your successful unarmed and fist weapon attacks inflict extra {0} damage.,
meleeattackbleedingeffect,Your successful melee attacks have {0}% chance to inflict a bleeding wound that deals {1} damage over {2} turns.,
unarmedattackbleedingeffect,Your successful unarmed attacks have {0}% chance to inflict a bleeding wound that deals {1} damage over {2} turns.,
criticalhitunblockeddamagearmorreduction,Reduces damage from critical hits by {0}%.,
criticalhitunblockedbulletdamagearmorreduction,Reduces bullet damage from critical hits by {0}%.,
kniferesistancebonus,Mechanical damage resistance and threshold increased by {0}% against knife attacks.,
meleeedgedresistancebonus,Mechanical damage resistance and threshold increased by {0}% against attacks by melee weapon with a cutting edge.,
psibooster2,"Immediately restores {0} psi points from the reserves. If the reserves lack enough points, those missing points are generated at {1}% efficency.",
adrenalineshot-old,"Increases movement speed by {0}%, decreases time between attacks by {1}%, and increases dodge and evasion by {2}% for {3} seconds, temporarily removing any fatigue.\nAfter the effect expires, the consumer will be worn out.",
minddart,Immediately restores {0} psi and additional {1} psi each turn for {2}. Stacks up {3} times. \n\nCauses psionic withdrawal effect when it expires. Intensity of this effect depends on the number of stacks as well as if the user was already under its effect before new consumation.,
