Variable,Original,Translation
Oddity.LaserDomeFragment|laserdomefragment.item,"A shattered piece of electro-optic glass used in the construction of Cryosentinels' domes. Electric current affects the glass' transparency and light focusing properties, all calibrated to work in tandem with the underlying laser cooling platform.",
Oddity.NucleusCorporationEnvelope|nucleuscorporationenvelope.item,Nucleus Corporation Envelope,
Oddity.NucleusCorporationEnvelope|nucleuscorporationenvelope.item,"A stylish envelope - empty. It's addressed to Oneiros Compound, year 2685, and was seemingly attached to a certain package. ""Confidential: For the eyes of ICRM Lysander Abanez or P. Dr. Sebastian B. Hagen only.""",
Oddity.SeveredExoskeletonGauntlet|severedexoskeletongauntlet.item,Severed Exoskeleton Gauntlet,
Oddity.SeveredExoskeletonGauntlet|severedexoskeletongauntlet.item,"It's bloodied and still clenched into a fist, with the hand bones still inside. Within its grasp is a ripped piece of white cloth you suspect to have come from a lab coat or similar kind of clothing.",
Oddity.Skulljack,"This peculiar combo socket appears to be both a brain-machine interface and a fluid connector all in one. Whether its used to drain or bring in fluid, and whether that fluid also acts as an electrical conductor is something that is utterly beyond you.",
Oddity.TargetingDataRecorder|targetingdatarecorder.item,Targeting Data Recorder,
Oddity.TargetingDataRecorder|targetingdatarecorder.item,"This special component monitors and stores recent targeting data in real time. Built to survive, and to keep data safe from unauthorized access.",
Oddity.TransregionalGuide|transregionalguide.item,Transregional Guide,
Oddity.TransregionalGuide|transregionalguide.item,"A barely-preserved guide book. It lists locations between South and North Underrail, across both upper and lower metro, and each location is rated with a number of asterisk symbols, up to three. Some of the upper metro locations include the Hypnos Rest Station (zero asterisks) and the Thalia Commercial Complex (three asterisks), whereas lower metro has plenty of natural landmarks, like the Warming Falls and the Dour Granite Batholith (three and two asterisks, respectively).",
charm.burrowerTarsus,Burrower Tarsus Charm,
Plot.BurrowerCharm,"Lucky charm made from a burrower's tarsus. Sturdy, and surprisingly heavy.",
charm.coilSpiderTarsus,Coil Spider Tarsus Charm,
Plot.CoilSpiderCharm,Lucky charm made from a coil spider's tarsus. Still hair-raising.,
charm.deathStalkerClaw,Death Stalker Claw Charm,
Plot.DeathStalkerCharm,Lucky charm made from a death stalker's claw. Unexpectedly light.,
charm.dogPaw,Dog Paw Charm,
Plot.DogCharm,Lucky charm made from a paw of some unfortunate mutt. ,
charm.hopperFoot,Hopper Foot Charm,
Plot.HopperCharm,"Lucky charm made from a cave hopper's severed hind foot. Not lucky for the hopper, obviously.",
charm.psiBeetleClaw,Psi Beetle Claw Charm,
Plot.PsiBeetleCharm,Lucky charm made from a psi beetle's claw. Smells of mindshrooms.,
charm.rathoundPaw,Rathound Paw Charm,
Plot.RathoundCharm,Lucky charm made from a rathound's paw. The nails are still sharp.,
charm.siphonerFoot,Siphoner Foot Charm,
Plot.SiphonerCharm,Lucky charm made from a siphoner's foot. You sense blood when you touch it. ,
charm.warthogFoot,Warthog Foot Charm,
Plot.WarthogCharm,Lucky charm made from a warthog's foot. Unusable in cooking.,
charm.whiteCatPaw,White Cat Paw Charm,
Plot.WhiteCatCharm,Lucky charm made from a paw of a pristine white cat.,
mutagenReagent.echo.1,Mutagen Reagent Echo-1,
Plot.171,A container holding potent mutagen.,
mutagenReagent.echo.2,Mutagen Reagent Echo-2,
Plot.172,A container holding potent mutagen.,
mutagenReagent.echo.3,Mutagen Reagent Echo-3,
Plot.173,A container holding potent mutagen.,
mutagenReagent.echo.4,Mutagen Reagent Echo-4,
Plot.174,A container holding potent mutagen.,
mutagenReagent.exitus.1,Mutagen Reagent Exitus-1,
Plot.201,A container holding potent mutagen.,
mutagenReagent.helicon.1,Mutagen Reagent Helicon-1,
Plot.191,A container holding potent mutagen.,
mutagenReagent.helicon.2,Mutagen Reagent Helicon-2,
Plot.192,A container holding potent mutagen.,
mutagenReagent.helicon.3,Mutagen Reagent Helicon-3,
Plot.193,A container holding potent mutagen.,
mutagenReagent.io.1,Mutagen Reagent Io-1,
Plot.181,A container holding potent mutagen.,
mutagenReagent.io.2,Mutagen Reagent Io-2,
Plot.182,A container holding potent mutagen.,
mutagenReagent.io.3,Mutagen Reagent Io-3,
Plot.183,A container holding potent mutagen.,
mutagenReagent.ovid.1,Mutagen Reagent Ovid-1,
Plot.151,A container holding potent mutagen.,
mutagenReagent.ovid.2,Mutagen Reagent Ovid-2,
Plot.152,A container holding potent mutagen.,
mutagenReagent.ovid.3,Mutagen Reagent Ovid-3,
Plot.153,A container holding potent mutagen.,
mutagenReagent.solis.1,Mutagen Reagent Solis-1,
Plot.161,A container holding potent mutagen.,
mutagenReagent.solis.2,Mutagen Reagent Solis-2,
Plot.162,A container holding potent mutagen.,
plot.xpbl_acorn,ACoNR (Abyssal Station Zero),
xpbl_Plot.39,"ACoNR is written on its top face, just below a white symbol most resembling a diagonally placed egg whose upper half is enclosed by a semicircle with a bent stalk at the very top. It appears to be a container of some kind, one that seems to open horizontally in the middle; you are, however, unable to find the means by which to do so - there are no handles, no locks, no buttons, touchscreens or visible sensors. Additionally, the robust casing easily discourages brute force, at least by more conventional means.<br><br>Whatever is inside, it is likely invaluable.",
plot.xpbl_as_toolBracer,Empty Tool Bracer (Abyssal Station Zero),
xpbl_Plot.38,"Through its transparent cover you can see slots for various tools, none of which are present. These tools are stored around the user's forearm and could be rotated until reaching an opening at the anterior side. From here, they are likely inserted into or even extracted from the hand. Unfortunately, this neat-looking device doesn't appear to be functional anymore.",
xpbl_Plot.41,A rather heavy bone crank. The bone has been artificially grooved.,
capturedSmallCrab,Captured Small Crab,
Plot.5,Small crab in a dog crate. It seems crabby.,
plot.xpbl_mpc_insertName,Fold-M 7,
xpbl_Plot.34,"A touchscreen mobile personal computer that can be folded in half up to two times, reducing its diagonal length to about 13cm. Has no visible physical buttons or connectors, making this device pretty much nothing but a uniform smooth surface.",
plot.xpbl_hopperRacing_ticket1,Wagering Ticket (Hopperdrome),
Plot.45,A wagering ticket containing the following information: ,
plot.xpbl_hopperRacing_leaflet,Racing Leaflet (Hopperdrome),
Plot.44,"Contains information about the events, hoppers and how to bet. It's well-illustrated and looks easy to understand for those with low or even non-existent reading skills.",
key.xpbl_e3_itemsLocker,Rusty Locker Key (Port Ceto),
Plot.21,It's at the brink of falling apart.,
key.//insertCodeHere,//Insert Jet Ski Name// Key,
xpbl_Plot.0,This is the key for //Insert Jet Ski Name Here,
xpbl.microchipEncoder,Microchip Implant Encoder (Nexus of Technology),
xpbl_Plot.35,This device can be used to read and write data from and to microchip implants. Manufactured by LEMCO.,
monolithTorch,Ethereal Torch,
Plot.MonolithTorch,"The torch is composed of seven glass-like tubes of bluish hue that originate at the top of the shaft and converge at the top of the torch. Inside the torch, between those tubes, rests bright glass so indescribably delicate and ethereal that you are not certain if it has any material properties at all or if it's pure light.<br><br>The torch is almost weightless.",
xpbl.nagaProtectorD&CTool,Naga Protector Diagnostic and Configuration Tool (Black Sea),
Plot.NagaProtectorDCTool,A device containing hardware schematics as well as diagnostic and configuration tools for Naga Protectors. Interfaces via a retractable cable at the bottom. Manufactured by LEMCO.,
plot.xpbl_navcom,NavCom Device,
xpbl_Plot.43,"The Redinger 450 NCD is a rebranded Biocorp Hermes 450 navigation and communication device. It offers a long-range two-way radio as well as receiver capable of acquiring data from the Underrail Positioning Relay System (North Underrail only), or using advanced, but less accurate, integrated algorithms to determine the device's position in three-dimensional space. Supports various map formats and programmable coordinate systems, among many other features.",
plot.xpbl_philsArm,Phil's Arm (West Storage Depot),
xpbl_Plot.36,"This arm used to belong to a Phil Bridges, judging by the name patch you had seen on the man's overalls. You can distinctly feel something solid between the hand's index finger and thumb.",
plot.xpbl_philsChip,Phil's Microchip Implant (Lemurian Health Center),
xpbl_Plot.45,A microchip originally implanted in the hand of a man called Phil Bridges. Still contains his personal data.,
key.xpbl_e3_jail,Cell Key (Port Ceto),
key.portZenithCruiser,Port Zenith Protectorate Cruiser Key,
xpbl_Plot.13,This is a universal key for Protectorate Cruiser jet skis of Port Zenith.,
plot.xpbl_pyriteStevePiece,Broken-off Spike,
xpbl_Plot.47,It's smooth and slippery to the touch.,
shard,The Shard,
xpbl_Plot.42,"The shard is about seven centimeters long and looks more like two different items being held together by some unnatural force. One item being made from some strange rock while the other being some manner of crystal which gives out prismatic glow but is not able to illuminate any other object. The more of the one side of the shard you see, the more the whole shard seems to assume the non-visual properties of that side - such as weight, temperature, and surface texture.",
xpbl.temporalMedallion,Strange Medallion,
xpbl_Plot.46,A medallion made out of super steel. Its proximity evokes memories of different times...,
plot.xpbl_theRigCommDevice,The Rig Comm Device,
xpbl_Plot.44,"It's a Coretech CT R2WP-4 two-way, four-channel, waterproof radio. As the preferred communication device of Underrail ferrymen and jetters it has earned itself the nickname floatie-talkie due to its useful inability to sink. This one has the Black Eel insignia on the back side.",
plot.xpbl_toddsArm,Todd's Arm (Abyssal Station Zero),
xpbl_Plot.37,"Messy. The hand is already cold except for a warm spot where the microchip implant is located. It too, however, feels colder by the minute...",
key.xphw_exobase_cognatorMedchamber,Cognator Medchamber Keycard (The Compound),
Plot.22|exobase_cognatormedchamber.item,"The label simply reads: ""Cognator Medchamber""",
Plot.22|exobase_restrictedaccesskeycard.item,Gives access to the restricted section of the compound.,
key.xphw_exobase_restrictedAccess,Restricted Access Keycard (The Compound),
plot.gunslingersEnergyPistolInactive,The Stunner (Inactive),
xphw_Weapons.171,An inactive energy weapon with a DETeK logo on its side.,
schematics.grenadeLaunchers,"Grenade Launcher Technical Manuals, by Yakov Piek",
schematics.machineGuns,"Machine Gun Technical Manuals, by Eugene Gatling",
psiMentor.EntropicRecurrence,Psionic Mentor: Entropic Recurrence,
psiMentor.LimitedTemporalIncrement,Psionic Mentor: Limited Temporal Increment,
psiMentor.Precognition,Psionic Mentor: Precognition,
psiMentor.PsychotemporalContraction,Psionic Mentor: Psycho-temporal Contraction,
psiMentor.PsychotemporalDilation,Psionic Mentor: Psycho-temporal Dilation,
psiMentor.Stasis,Psionic Mentor: Stasis,
psiMentor.TemporalDistorsion,Psionic Mentor: Temporal Distortion,
psiMentor.TemporaryRewind,Psionic Mentor: Temporary Rewind,
trap.blindingPoisonBearTrap,Blinding Poison Bear Trap,
Explosives.96,"A simple mechanical trap designed to wound and ensnare the victim. As if the excruciating pain of having your foot caught in one of these wasn't enough, the metal jaws have also been coated with blinding poison.",
trap.heartbreakPoisonBearTrap,Heartbreak Poison Bear Trap,
Explosives.98,"A simple mechanical trap designed to wound and ensnare the victim. As if the excruciating pain of having your foot caught in one of these wasn't enough, the metal jaws have also been coated with heartbreak poison.",
trap.leperPoisonBearTrap,Leper Poison Bear Trap,
Explosives.97,"A simple mechanical trap designed to wound and ensnare the victim. As if the excruciating pain of having your foot caught in one of these wasn't enough, the metal jaws have also been coated with leper poison.",
plasmaMine1,Plasma Mine,
Explosives.170,"This mine discharges powerful plasma explosion when triggered, dealing heavy damage to nearby targets.",
plasmaMine2,Plasma Mine Mk II,
Explosives.171,"This mine discharges powerful plasma explosion when triggered, dealing heavy damage to nearby targets.",
plasmaMine3,Plasma Mine Mk III,
Explosives.172,"This mine discharges powerful plasma explosion when triggered, dealing heavy damage to nearby targets.",
rustingBlobTrap1,Rusting Acid Blob Trap,
Explosives.190,Special chemical trap that entangles the victim in rusting acidic sludge.,
rustingAcidBlobTrap2,Rusting Acid Blob Trap Mk II,
